Vitesse_vent;direction_vent;ratio_vent_surface_200m;diff_temp_air_mer;flux_vertical_chaleur_surface;ratio_vent_surface_200m_lidar;direction_vent_zonal;direction_vent_meridional;vitesse_zonal;vitesse_meridional
12.9824342747155;225.270635435978;1.3108623122683;2.0076327853733;-33.5451740688747;1.1999997604679;0.7104388848964;0.7037589010642;9.22322612936968;9.13650367831199
11.0063486804026;205.698947176671;1.1040194004557;-0.7822265625;4.2339409722222;1.1552513515009;0.4336425270136;0.9010849897569;4.77282085496258;9.91765558794145
3.7237188779011;19.0364948195322;1.0064893723764;-2.7784762912326;19.6642763349745;0.9178087315949;-0.3261703409312;-0.9453110116236;-1.21456665593695;-3.52007245947059
9.2711916960139;272.536438414726;1.0923216678487;-1.9370761447483;20.0704320271809;1.0730338102091;0.9990202789117;-0.0442547435098;9.26210851399564;-0.410294210537283
7.3152320009314;226.666381808308;1.0832241610308;-1.0242106119791;4.3988952636719;0.9932890210951;0.7273702297653;0.6862452541556;5.32088198130395;5.02004324368635
11.7187482452821;284.257528677148;1.0543587068975;-4.0781521267361;60.8505655924479;0.9863629628653;0.9691985567464;-0.2462806480434;11.3577938862018;-2.88610091210553
10.962536068558;282.940317698863;1.0663620916943;-1.372582329644;11.1639777289496;1.0233645903281;0.9746038569917;-0.2239359773171;10.6841299348273;-2.45490622838649
4.664805427058;124.146885321333;1.1062520059666;2.2766486273872;-18.2741129133436;1.3789462148854;-0.8276012847317;0.5613164112249;-3.86059896445661;2.61843184137863
11.6058474889444;235.597565289625;1.3890384881062;2.0181172688802;-25.5959856245252;1.3106062222222;0.825089489988;0.5650020650505;9.57586278553165;6.55732779791475
4.6612081434772;150.374501820685;1.3268168188005;-2.095706515842;14.7736803690592;1.399999658667;-0.4943287665376;0.869275025854;-2.3041692721401;4.05187182943202
7.4657380284473;218.354888074721;1.3059810307997;0.7850138346354;-5.9210578070747;1.0060602173983;0.6205305454908;0.7841822760767;4.63271849128381;5.85449943974018
5.6222471060167;103.82958923589;1.0530453499916;-4.9311014811198;52.7268303765191;1.0215182312146;-0.971010964679;0.2390349482254;-5.45926358607699;1.34391354589711
10.0512628114286;335.779423503157;1.1083661227728;-5.4141845703125;51.8370429144965;0.9728259710145;0.4102505749252;-0.9119728426733;4.12353634711287;-9.16647871859497
3.3817857259294;53.0332071137378;0.7351386734054;0.313703748915;-1.3792420758141;1.0312506666667;-0.7989841719159;-0.6013520541478;-2.70199326782871;-2.03364379297535
2.3396058187865;157.001480102539;0.9655496788264;-0.2755906846788;-0.7047571738561;1.2142872380952;-0.3907073492676;0.9205149467707;-0.914101187789126;2.15364212574468
12.3352835611367;232.232281463862;1.2308926319974;1.0514933268229;-18.0062987009684;1.295880413154;0.7905002097074;0.6124617689722;9.75104424187881;7.55488959062748
7.0979986895903;43.5233791132524;1.0438307169319;-2.9607815212673;29.5664272308349;1;-0.688650501954;-0.7250934327095;-4.88804036045519;-5.14671223520256
5.2868620665459;119.132796547541;1.0400625607495;-4.6061740451389;41.2295803493923;0.9801976015424;-0.8734936977697;0.4868354547037;-4.61804069610554;2.57383189812262
6.6859449941554;24.5934008059158;0.8490496639727;0.4583875868056;-4.6406538221571;0.9863942655992;-0.4161760658077;-0.9092840492656;-2.78253028387428;-6.07942313745269
13.3913683062779;58.2751811403946;1.0999691099994;-4.6005622016059;72.0931464301215;0.9647054729105;-0.8505834106251;-0.5258401483049;-11.3904757268907;-7.04171909617871
1.7391314315483;28.8164388688055;0.8371732444125;-1.2315504286025;3.284937010871;0.5483839001107;-0.48200507751;-0.8761684228815;-0.838270180463516;-1.52377204356332
5.9499952821693;96.6710750296735;1.0116054999096;-6.4971652560764;58.8854535420735;0.9909096692013;-0.9932294225611;0.1161693339868;-5.90971037835028;0.69120698915421
4.748536063157;106.710777282714;1.0193763429077;-4.9474419487847;44.2726431952582;0.9278361035895;-0.9577684256553;0.2875406802834;-4.5479979093773;1.36539728995042
13.2120649824575;247.49571998031;1.0861574448029;-1.5322163899741;17.3266228569878;1.0486892223672;0.9238509433145;0.3827524455009;12.2059786971758;5.05695018215241
9.3684513624477;218.333281257332;1.126469493665;-0.7206420898438;1.91796875;1.1224489262807;0.6202347783144;0.7844162286499;5.81063935393699;7.34876528602124
7.9777099487856;11.7768544024381;1.0610035750952;-1.3861287434895;11.1511027018229;1.0745347211401;-0.2041006051571;-0.9789499185221;-1.62825542831496;-7.80977850435661
11.2726013458879;248.493740896711;1.2241775872103;0.4169820149741;-11.0885064866807;1.2757201010234;0.9303775251178;0.3666028651765;10.4877749418268;4.13256795139497
8.8154811330367;339.996223084323;1.0519777601877;-3.3743862575955;40.1251898871527;0.9886361212121;0.3420820867575;-0.9396700729084;3.01561818176056;-8.28364379900322
2.5514598417918;137.781905406645;1.0107883928131;-4.2863701714409;18.0741611056857;0.6304358311289;-0.6719545094923;0.7405924231134;-1.71446494648051;1.88959182670912
6.4846637208776;169.537147379351;1.0816462522697;-1.4850090874567;11.8650905821058;1.3809525099522;-0.1815979997388;0.9833728522238;-1.17760196069014;6.3768422589116
3.1834149736353;28.4120460933934;1.0357585871142;-3.6972927517361;20.6429918077256;1.4444426384498;-0.4758091393843;-0.8795485562937;-1.51469793890851;-2.79996804414468
7.4670119302764;209.603683471679;1.0786301085411;-1.1525709364149;6.5898778703478;0.9605265964912;0.4939977642697;0.8694631728236;3.68868719933172;6.49229188440979
5.8412679555197;36.3695597483026;0.855626143039;2.2716437445746;-8.1173994276259;0.808000032768;-0.592991176791;-0.8052089568851;-3.46382035889519;-4.70344127735038
