Vitesse_vent;direction_vent_zonal;direction_vent_meridional;diff_temp_air_mer;flux_vertical_chaleur_surface;ratio_vent_surface_200m;ratio_vent_surface_200m_lidar
12.9824342747155;0.7104388848964;0.7037589010642;2.0076327853733;-33.5451740688747;1.3108623122683;1.1999997604679
11.0063486804026;0.4336425270136;0.9010849897569;-0.7822265625;4.2339409722222;1.1040194004557;1.1552513515009
3.7237188779011;-0.3261703409312;-0.9453110116236;-2.7784762912326;19.6642763349745;1.0064893723764;0.9178087315949
9.2711916960139;0.9990202789117;-0.0442547435098;-1.9370761447483;20.0704320271809;1.0923216678487;1.0730338102091
7.3152320009314;0.7273702297653;0.6862452541556;-1.0242106119791;4.3988952636719;1.0832241610308;0.9932890210951
11.7187482452821;0.9691985567464;-0.2462806480434;-4.0781521267361;60.8505655924479;1.0543587068975;0.9863629628653
10.962536068558;0.9746038569917;-0.2239359773171;-1.372582329644;11.1639777289496;1.0663620916943;1.0233645903281
4.664805427058;-0.8276012847317;0.5613164112249;2.2766486273872;-18.2741129133436;1.1062520059666;1.3789462148854
11.6058474889444;0.825089489988;0.5650020650505;2.0181172688802;-25.5959856245252;1.3890384881062;1.3106062222222
4.6612081434772;-0.4943287665376;0.869275025854;-2.095706515842;14.7736803690592;1.3268168188005;1.399999658667
7.4657380284473;0.6205305454908;0.7841822760767;0.7850138346354;-5.9210578070747;1.3059810307997;1.0060602173983
5.6222471060167;-0.971010964679;0.2390349482254;-4.9311014811198;52.7268303765191;1.0530453499916;1.0215182312146
10.0512628114286;0.4102505749252;-0.9119728426733;-5.4141845703125;51.8370429144965;1.1083661227728;0.9728259710145
3.3817857259294;-0.7989841719159;-0.6013520541478;0.313703748915;-1.3792420758141;0.7351386734054;1.0312506666667
2.3396058187865;-0.3907073492676;0.9205149467707;-0.2755906846788;-0.7047571738561;0.9655496788264;1.2142872380952
12.3352835611367;0.7905002097074;0.6124617689722;1.0514933268229;-18.0062987009684;1.2308926319974;1.295880413154
7.0979986895903;-0.688650501954;-0.7250934327095;-2.9607815212673;29.5664272308349;1.0438307169319;1
5.2868620665459;-0.8734936977697;0.4868354547037;-4.6061740451389;41.2295803493923;1.0400625607495;0.9801976015424
6.6859449941554;-0.4161760658077;-0.9092840492656;0.4583875868056;-4.6406538221571;0.8490496639727;0.9863942655992
13.3913683062779;-0.8505834106251;-0.5258401483049;-4.6005622016059;72.0931464301215;1.0999691099994;0.9647054729105
1.7391314315483;-0.48200507751;-0.8761684228815;-1.2315504286025;3.284937010871;0.8371732444125;0.5483839001107
5.9499952821693;-0.9932294225611;0.1161693339868;-6.4971652560764;58.8854535420735;1.0116054999096;0.9909096692013
4.748536063157;-0.9577684256553;0.2875406802834;-4.9474419487847;44.2726431952582;1.0193763429077;0.9278361035895
13.2120649824575;0.9238509433145;0.3827524455009;-1.5322163899741;17.3266228569878;1.0861574448029;1.0486892223672
9.3684513624477;0.6202347783144;0.7844162286499;-0.7206420898438;1.91796875;1.126469493665;1.1224489262807
7.9777099487856;-0.2041006051571;-0.9789499185221;-1.3861287434895;11.1511027018229;1.0610035750952;1.0745347211401
11.2726013458879;0.9303775251178;0.3666028651765;0.4169820149741;-11.0885064866807;1.2241775872103;1.2757201010234
8.8154811330367;0.3420820867575;-0.9396700729084;-3.3743862575955;40.1251898871527;1.0519777601877;0.9886361212121
2.5514598417918;-0.6719545094923;0.7405924231134;-4.2863701714409;18.0741611056857;1.0107883928131;0.6304358311289
6.4846637208776;-0.1815979997388;0.9833728522238;-1.4850090874567;11.8650905821058;1.0816462522697;1.3809525099522
3.1834149736353;-0.4758091393843;-0.8795485562937;-3.6972927517361;20.6429918077256;1.0357585871142;1.4444426384498
7.4670119302764;0.4939977642697;0.8694631728236;-1.1525709364149;6.5898778703478;1.0786301085411;0.9605265964912
5.8412679555197;-0.592991176791;-0.8052089568851;2.2716437445746;-8.1173994276259;0.855626143039;0.808000032768
8.3967029398499;0.2355093077094;0.971872093427;-0.5743204752604;1.464181860288;1.1359063020935;1.1345033150258
4.7184380044616;0.94837839925;-0.3171409967759;-0.6519436306423;1.4565185573366;1.0409793769363;1.1020412072746
